rule,Support,Confidence,Lift
Asn -> Asp,0.02075531982874305,0.2836185819070905,3.3979078152381406
Tyr -> Cys,0.021931113809189086,0.25475059382422804,4.943690529210497
Lys -> Glu,0.03155473193175283,0.3694448600927727,5.063445976170783
